"V1"	"V2"	"V3"	"V6"
"132043"	2964885124	244271	5	"2002/03/10"
"251445"	787337	513158	5	"2001/04/01"
"63052"	729928	234885	4	"2001/08/16"
"278073"	801203	504927	5	"2001/03/23"
"168421"	3867250308	241578	5	"2001/09/07"
"17180"	404196996	216631	4	"2001/03/15"
"61409"	729190	200500	5	"2001/08/16"
"193798"	765184	312846	5	"2003/01/03"
"186138"	762567	301396	5	"2001/09/28"
"127224"	2717879940	223559	5	"2001/05/13"
"216615"	771913	770019204	4	"2001/03/09"
"172462"	756718	243365	5	"2001/07/18"
"164563"	755024	533229	5	"2001/06/20"
"235444"	779076	234388	5	"2001/01/31"
"186219"	762583	256515	5	"2001/09/28"
"72270"	1419677316	323727	5	"2003/05/26"
"295026"	810187	216631	5	"2001/01/22"
"66097"	730945	262981	5	"2001/09/06"
"223040"	774190	346537	5	"2001/02/07"
"262755"	792926	265316	5	"2001/06/21"
"189985"	763940	355445	5	"2001/08/04"
"171593"	756242	335933	4	"2001/09/07"
"37539"	865046148	209674	3	"2003/04/28"
"62844"	729845	260251	5	"2001/08/16"
"197123"	766123	412229	4	"2001/10/20"
"172074"	756538	365973	3	"2001/08/23"
"152804"	3526266500	236832	5	"2001/03/29"
"221539"	773549	390070	4	"2001/10/30"
"230047"	777225	365930	5	"2001/01/31"
"226434"	775884	290844	5	"2002/07/31"
"271482"	797837	414391	4	"2001/09/28"
"253090"	788081	212365	5	"2001/01/31"
"196650"	765982	209674	5	"2001/10/20"
"104634"	2194771588	210284	3	"2002/12/24"
"244033"	783230	207793	3	"2001/02/04"
"298985"	812321	372535	5	"2001/03/08"
"10926"	315330180	243284	5	"2001/04/10"
"177819"	4012412548	497285	5	"2003/06/02"
"141583"	3212873348	553461	5	"2001/04/10"
"94764"	737664	241362	5	"2001/02/17"
"32436"	726028	349482	5	"2001/08/23"
"264106"	793579	280501	4	"2001/06/21"
"81798"	1583713924	310409	4	"2001/09/28"
"139479"	3147468420	423487	5	"2001/04/10"
"261467"	792276	310409	5	"2001/08/05"
"278120"	801231	542102	5	"2001/03/23"
"15513"	362385028	259745	5	"2001/03/15"
"82433"	1610190468	361404	5	"2001/09/28"
"267126"	795320	478364	5	"2002/02/15"
"274970"	799449	295723	5	"2001/11/15"
"236377"	779472	441052	4	"2001/02/04"
"244936"	783934	485165	4	"2001/04/17"
"266550"	794947	309536	3	"2001/06/21"
"144648"	749636	477280	5	"2002/05/11"
"271583"	797922	242264	5	"2001/09/28"
"210225"	769621	242696	5	"2001/02/23"
"198099"	766378	210789	5	"2001/10/06"
"12546"	344428164	260558	3	"2001/03/15"
"254563"	788678	229124	4	"2001/08/05"
"192182"	4043935364	315436	4	"2003/01/03"
"151194"	3450441348	290844	5	"2001/08/28"
"198633"	766530	389511	5	"2001/10/06"
"39693"	726923	239232	5	"2003/05/15"
"128194"	2766769796	210284	5	"2001/02/11"
"141571"	3212873348	218579	5	"2001/04/10"
"111019"	738330	233969	5	"2001/04/20"
"225681"	775517	267936	5	"2002/07/31"
"283757"	805368	1526566788	5	"2002/09/15"
"208663"	769024	556185	5	"2001/02/23"
"142381"	748775	386644	5	"2001/04/10"
"177293"	758337	263022	5	"2002/06/29"
"187891"	763275	314380	5	"2001/08/04"
"218447"	772248	245622	5	"2001/03/09"
"222472"	773995	516202	4	"2001/10/30"
"102774"	2136510084	399815	5	"2001/08/30"
"37884"	726282	251075	5	"2003/04/28"
"278079"	801203	673695	5	"2001/03/23"
"206464"	768449	321451	3	"2002/02/14"
"68046"	1278840452	939757444	5	"2001/09/06"
"187159"	763034	380461	5	"2001/08/04"
"207498"	768712	436168	5	"2002/02/14"
"55838"	1191677572	300105	5	"2001/02/09"
"218356"	772213	243427	5	"2001/03/09"
"87631"	1793429124	201805	5	"2001/07/31"
"245007"	783968	203696	3	"2001/04/17"
"17714"	414158468	380461	5	"2001/05/18"
"216079"	771760	245939	3	"2001/03/09"
"219859"	772882	233068	5	"2001/03/09"
"248240"	785700	367837	4	"2001/04/01"
"276779"	800196	224762	3	"2001/11/15"
"19738"	480153220	456031	4	"2001/03/27"
"116937"	742151	327080	5	"2001/07/13"
"218039"	772135	338015	5	"2001/03/09"
"104476"	2186972804	210284	4	"2002/12/24"
"119542"	2446167684	210284	5	"2001/07/13"
"168856"	3880685188	318496	4	"2001/09/07"
"100338"	2071826052	506137	4	"2001/01/18"
"222563"	774053	221034	4	"2001/10/30"
"2409"	202804868	306568	5	"2001/03/29"
"95090"	737734	239694	5	"2001/02/17"
"158146"	3739258500	266366	5	"2001/11/15"
"244009"	783230	203783	5	"2001/02/04"
"42694"	727782	210412	4	"2001/04/14"
"246669"	785074	247388	5	"2001/04/17"
"138193"	3120402052	241362	5	"2001/01/18"
"199798"	766784	322117	5	"2001/10/06"
"136940"	3072364164	217293	5	"2001/03/13"
"63349"	730048	298752	5	"2001/09/06"
"130607"	2889322116	203019	5	"2002/03/10"
"108057"	2322108036	222735	5	"2001/09/12"
"217892"	772112	242264	5	"2001/03/09"
"77491"	732479	408356	2	"2001/03/23"
"66288"	731005	250364	5	"2001/09/06"
"300738"	813023	384190	5	"2001/08/07"
"176066"	757963	210762	5	"2001/03/16"
"200991"	767089	407665	5	"2002/02/14"
"62345"	729664	292095	4	"2001/08/16"
"212458"	770478	322117	4	"2001/02/23"
"30673"	703696516	423230	5	"2001/08/23"
"217124"	771973	266377	5	"2001/03/09"
"265317"	794374	302444	5	"2001/06/21"
"203635"	767746	298184	5	"2002/02/14"
"170370"	3919941252	310409	4	"2001/09/07"
"39377"	726814	266633	5	"2003/05/15"
"157128"	3700985476	260676	4	"2001/11/15"
"13559"	721148	243014	3	"2001/03/15"
"248548"	785888	353636	5	"2001/04/01"
"100125"	2068024964	450333	5	"2001/01/18"
"147769"	3321794180	341013	5	"2001/10/30"
"21105"	722219	257241	5	"2001/05/22"
"269903"	796897	210185	5	"2001/09/28"
"44297"	727968	350170	5	"2001/06/21"
"85948"	1724812932	352414	5	"2001/05/05"
"84531"	1670811268	417701	3	"2001/10/12"
"46741"	982355588	302584	3	"2002/02/21"
"129004"	2804715140	313693	5	"2001/02/11"
"287612"	4125658756	293940	2	"2001/08/21"
"39710"	726924	288418	5	"2003/05/15"
"188026"	763381	200289	5	"2001/08/04"
"188799"	763589	506137	5	"2001/08/04"
"71478"	1392545412	344529	5	"2001/03/29"
"178902"	759565	3214053252	5	"2003/06/02"
"152721"	3517288068	288418	4	"2001/03/29"
"123472"	2684653188	210284	5	"2001/02/11"
"84930"	1682607748	336577	5	"2001/05/05"
"192483"	764628	303844	4	"2003/01/03"
"171617"	756260	498679	4	"2001/09/07"
"204089"	767896	390411	5	"2002/02/14"
"235034"	779009	289843	5	"2001/01/31"
"124766"	744279	206843	4	"2001/05/13"
"58357"	1256820356	225480	5	"2001/02/09"
"18632"	443649668	234958	4	"2001/05/18"
"135385"	3025571460	245666	4	"2001/06/06"
"68485"	1293323908	324994	5	"2001/09/06"
"228440"	776506	237414	5	"2001/01/31"
"146507"	3241119364	450713	4	"2001/08/20"
"190485"	764064	306568	4	"2001/08/04"
"185417"	762427	245031	5	"2001/09/28"
"32924"	726177	349482	5	"2001/08/23"
"84141"	1648070276	294757	4	"2001/10/30"
"197716"	766335	326834	5	"2001/10/06"
"120392"	2492567172	437158	5	"2001/05/08"
"79816"	733835	515078	5	"2001/06/10"
"194107"	765316	368762	4	"2003/01/03"
"208016"	768911	294369	5	"2002/02/14"
"200498"	766980	249990	5	"2002/02/14"
"147762"	3321794180	335034	5	"2001/10/30"
"184019"	762078	537677	5	"2001/09/28"
"187690"	763147	485165	5	"2001/08/04"
"260408"	791750	203696	4	"2001/08/05"
"22780"	723118	241362	5	"2001/07/11"
"9210"	720890	461876	3	"2001/04/10"
"186944"	762939	200762	4	"2001/08/04"
"258956"	790746	398512	5	"2001/08/05"
"35031"	789810820	309126	5	"2001/05/11"
"1947"	191729284	210284	5	"2001/03/29"
"136495"	3054734980	603590	5	"2001/03/13"
"257706"	790146	257877	5	"2001/08/05"
"210348"	769647	630119	5	"2001/02/23"
"243351"	783027	210284	5	"2001/02/04"
"201964"	767361	247038	5	"2002/02/14"
"270349"	797169	224409	5	"2001/09/28"
"283698"	805350	452353	5	"2002/09/15"
"122842"	2640023172	269216	5	"2001/03/19"
"66550"	731069	308422	5	"2001/09/06"
"250973"	787144	205639	4	"2001/04/01"
"185492"	762441	394804	5	"2001/09/28"
"224345"	774753	390078	5	"2001/02/07"
"149917"	751241	209173	5	"2001/03/07"
"285943"	806323	238687	4	"2001/10/30"
"21255"	722315	549799	4	"2001/07/11"
"95457"	1891602052	491968	5	"2001/02/17"
"76813"	1559924356	235766	5	"2001/03/23"
"58381"	1256820356	205464	5	"2001/02/09"
"22298"	722806	302583	5	"2001/07/11"
"47026"	988319364	289950	5	"2001/03/19"
"142788"	749032	372535	5	"2001/08/22"
"194915"	765541	356519	5	"2001/10/20"
"174226"	3948580484	1640730500	5	"2002/04/10"
"165074"	755222	241374	5	"2001/06/20"
"110795"	738186	306285	4	"2001/04/20"
"180368"	760288	554125	5	"2003/06/02"
"267270"	795423	335460	5	"2002/02/15"
"101928"	2115341956	398860	5	"2001/08/30"
"224979"	775143	234283	5	"2001/02/07"
"58081"	1246924420	289842	5	"2001/02/09"
"273692"	799004	201180	4	"2001/11/15"
"32540"	726028	247388	5	"2001/08/23"
"18866"	453873284	390377	5	"2001/05/18"
"37364"	856526468	232969	5	"2003/04/28"
"163544"	754409	235766	5	"2001/06/20"
"255059"	4086992516	256565	5	"2001/08/05"
"28208"	724747	552795	5	"2001/02/22"
"92068"	736226	220088	3	"2001/01/26"
"194328"	765351	247388	5	"2001/04/17"
"11232"	319000196	267632	5	"2001/04/10"
"5919"	719613	342772	5	"2001/10/27"
"90056"	734916	234901	4	"2001/01/21"
"269800"	796872	667808	5	"2001/09/28"
"123805"	743347	239232	5	"2001/05/13"
"220551"	773189	347417	4	"2001/04/23"
"37990"	726305	210284	5	"2003/04/28"
"68870"	731875	200118	5	"2001/09/06"
"75924"	1527156356	533878	5	"2002/03/10"
"241480"	782224	483668	5	"2001/02/04"
"4771"	261787268	205491	4	"2001/03/29"
"98127"	2007666308	203696	5	"2001/01/18"
"268627"	796215	684774	5	"2001/09/28"
"117024"	742194	245500	5	"2001/07/13"
"174896"	3971387012	261079	5	"2001/03/16"
"183351"	761879	2410254212	3	"2001/09/28"
"248419"	785844	245777	5	"2001/04/01"
"64117"	730352	527903	5	"2001/09/06"
"179616"	760017	532844	5	"2003/06/02"
"62087"	729578	281871	4	"2001/08/16"
"217979"	772127	443503	4	"2001/03/09"
"93874"	737365	450703	5	"2001/01/26"
"49857"	1056411268	392860	5	"2001/02/07"
"15529"	362385028	238050	5	"2001/03/15"
"114670"	740666	527903	5	"2001/07/13"
"66282"	731005	315436	5	"2001/09/06"
"247317"	785252	268822	4	"2001/04/01"
"252573"	787801	348656	5	"2001/01/31"
"171936"	756480	282870	5	"2001/08/23"
"146610"	3248066180	262822	4	"2001/08/20"
"225349"	775291	296058	3	"2001/02/07"
"285875"	806299	294260	5	"2001/10/30"
"122334"	2607648388	502205	5	"2001/03/19"
"99106"	2041482884	555716	5	"2001/01/18"
"235073"	779009	3201273732	5	"2001/01/31"
"113184"	739586	258795	5	"2001/03/07"
"213876"	770909	398870	5	"2001/03/09"
"223776"	774492	312846	4	"2001/02/07"
"72183"	1417514628	372171	5	"2003/05/26"
"277026"	800491	498609	4	"2001/11/15"
"189841"	763906	204873	5	"2001/08/04"
"25994"	724505	210284	3	"2001/06/29"
"69425"	732188	200338	5	"2001/09/06"
"78704"	733106	483673	4	"2001/03/23"
"253592"	788220	241578	5	"2001/01/31"
"256123"	789461	243427	5	"2001/08/05"
"88458"	1832881796	301080	5	"2001/07/31"
"283915"	805442	204441	3	"2002/09/15"
"33502"	757436036	1639944068	5	"2001/05/11"
"170907"	756037	461831	5	"2001/09/07"
"269520"	796768	441269	5	"2001/09/28"
"211696"	770202	234885	5	"2001/02/23"
"138771"	3134885508	301797	5	"2001/01/18"
"179048"	759654	210284	5	"2003/06/02"
"281930"	804165	560774	5	"2001/02/06"
"134847"	2999815812	375750	5	"2001/06/06"
"241326"	782174	233969	5	"2001/02/04"
"292005"	808993	204642	5	"2001/01/22"
"83876"	1642106500	222557	5	"2001/10/30"
"23601"	526028420	204441	4	"2001/09/18"
"60551"	1266978436	369121	2	"2002/02/16"
"213198"	770654	282357	5	"2001/08/22"
"144374"	749544	432043	5	"2002/05/11"
"26309"	621514372	366977	5	"2001/11/29"
"121561"	2560069252	210284	4	"2001/05/08"
"237473"	780222	597498	5	"2001/02/04"
"291887"	808947	420355	5	"2001/01/22"
"289531"	807884	336326	4	"2001/01/22"
"38019"	726331	323666	5	"2003/04/28"
"22496"	722952	256565	5	"2001/07/11"
"76275"	1542622852	396804	5	"2001/03/23"
"40522"	727314	292852	5	"2003/05/15"
"36532"	829787780	280831	5	"2001/06/13"
"180085"	760190	379162	5	"2003/06/02"
"155682"	3652292228	1467191172	5	"2001/04/20"
"229607"	777078	315530	5	"2001/01/31"
"59049"	728369	227427	3	"2001/02/21"
"100807"	2091093636	301950	5	"2001/10/28"
"118543"	742882	284493	5	"2001/07/13"
"51546"	1090621060	708415364	5	"2001/01/19"
"210876"	769788	262868	5	"2001/02/23"
"105696"	2223410820	363231	5	"2001/09/12"
"293253"	809405	205639	5	"2001/01/22"
"210804"	769722	263427	4	"2001/02/23"
"21070"	722199	409317	4	"2001/05/22"
"216920"	771946	277201	5	"2001/03/09"
"299739"	812593	325966	4	"2001/03/08"
"66812"	731158	233969	5	"2001/09/06"
"31115"	725716612	301396	3	"2001/08/23"
"43152"	897683076	276940	4	"2001/04/04"
"53124"	1129942660	210284	5	"2001/01/23"
"261213"	792175	239562	5	"2001/08/05"
"176350"	758058	205639	5	"2001/03/16"
"19315"	471568004	246386	5	"2001/05/18"
"40279"	727267	202911	5	"2003/05/15"
"188960"	763628	540701	5	"2001/08/04"
"103982"	2168032900	265981	3	"2002/12/24"
"252228"	787694	212893	4	"2001/01/31"
"227375"	776138	268006	5	"2002/07/31"
"48143"	1013550724	381848	5	"2001/03/19"
"178596"	4027158148	547236	4	"2003/06/02"
"80100"	734059	423487	5	"2001/09/28"
"14031"	721248	396581	5	"2001/03/15"
"10863"	315330180	222557	5	"2001/04/10"
"77607"	732543	288445	5	"2001/03/23"
"89169"	1866370692	252301	5	"2001/07/31"
"46324"	970690180	502205	5	"2002/01/05"
"10488"	306613892	231243	5	"2001/04/10"
"272262"	798453	298724	5	"2001/09/28"
"208176"	768925	302768	4	"2002/02/14"
"86942"	1763937924	459857	5	"2001/07/31"
"220557"	773189	326146	4	"2001/04/23"
"237193"	780042	299846	5	"2001/02/04"
"228989"	776756	303971	5	"2001/01/31"
"59417"	728557	302583	5	"2002/02/16"
"206247"	768389	351084	4	"2002/02/14"
"51726"	1092652676	545665	5	"2001/01/19"
"239224"	780984	543077	5	"2001/02/04"
"295809"	810593	348390	3	"2001/10/05"
"160102"	752407	241362	4	"2001/06/20"
"38908"	726588	216631	5	"2003/05/15"
"239148"	780968	2714013572	5	"2001/02/04"
"4761"	261787268	204506	5	"2001/03/29"
"69079"	1314819716	483860	5	"2001/09/06"
"206515"	768457	210284	5	"2002/02/14"
"133020"	746877	266263	5	"2001/04/19"
"289427"	807815	383172	5	"2001/09/02"
"289596"	807920	311641	5	"2001/01/22"
"207237"	768665	212893	4	"2002/02/14"
"162411"	754011	256565	5	"2001/06/20"
"69713"	1337495172	1378848644	5	"2001/09/06"
"256188"	789509	356453	5	"2001/08/05"
"134190"	747704	298184	5	"2001/04/19"
"34985"	789810820	206045	5	"2001/05/11"
"255263"	789034	416449	5	"2001/08/05"
"182388"	4041772676	280683	4	"2002/02/18"
"288390"	4126117508	502205	5	"2001/08/21"
"112486"	739162	311271	5	"2001/03/07"
"291715"	808864	327732	5	"2001/01/22"
"25668"	724176	319000	4	"2001/06/29"
"145962"	750282	294757	5	"2001/08/20"
"94046"	737479	423487	5	"2001/02/17"
"249132"	786292	245500	4	"2001/04/01"
"168554"	3872099972	370720	5	"2001/09/07"
"22409"	722882	516202	5	"2001/07/11"
"284297"	805549	348390	2	"2002/09/15"
"285716"	806251	200338	5	"2001/10/30"
"286157"	806431	342040	4	"2001/10/30"
"55028"	1165069956	262760	5	"2001/02/09"
"295825"	810630	260375	5	"2001/10/05"
"133304"	747151	265981	5	"2001/04/19"
"120540"	2496040580	315657	5	"2001/05/08"
"38458"	726499	332261	5	"2003/05/15"
"55980"	1195085444	322397	4	"2001/02/09"
"136050"	3034418820	236832	5	"2001/06/06"
"276387"	800011	404257	5	"2001/11/15"
"197802"	766348	234283	5	"2001/10/06"
"9437"	720951	211607	5	"2001/04/10"
"171681"	756310	277671	5	"2001/09/07"
"155489"	3643707012	243427	5	"2001/04/20"
"266631"	795051	437158	4	"2002/02/15"
"212223"	770335	715553	5	"2001/02/23"
"141969"	3221196420	300298	2	"2001/04/10"
"97360"	1984990852	301950	5	"2001/01/18"
"212166"	770321	290377	3	"2001/02/23"
"61186"	729150	266633	5	"2001/08/16"
"18253"	434474628	203772	5	"2001/05/18"
"143566"	749203	232969	5	"2001/08/22"
"87975"	1811517060	256930	5	"2001/07/31"
"213097"	770607	350765	5	"2001/08/22"
"69569"	732237	293646	5	"2001/09/06"
"38814"	726588	234885	5	"2003/05/15"
"290452"	808366	3016593284	5	"2001/01/22"
"171750"	756310	207837	5	"2001/09/07"
"233043"	778303	3220344708	4	"2001/01/31"
"266241"	794776	234885	5	"2001/06/21"
"178599"	4027158148	3218902916	3	"2003/06/02"
"121889"	2581433988	233046	5	"2001/05/08"
"253219"	788120	307583	3	"2001/01/31"
"37456"	858558084	209077	4	"2003/04/28"
"93772"	737280	535633	3	"2001/01/26"
"214723"	771206	440854	5	"2001/03/09"
"62887"	729866	533878	5	"2001/08/16"
"26514"	623873668	462264	5	"2001/11/29"
"297036"	811358	426430	5	"2001/03/08"
"150523"	752015	596110	5	"2001/03/07"
"78699"	733101	238250	5	"2001/03/23"
"34552"	785747588	538598	5	"2001/05/11"
"52529"	1111789188	315231	5	"2001/01/23"
"111025"	738330	298724	5	"2001/04/20"
"33617"	760450692	396144	5	"2001/05/11"
"276929"	800358	224762	4	"2001/11/15"
"198169"	766411	521333	5	"2001/10/06"
"225572"	775509	508983	4	"2001/02/07"
"236902"	779851	329733	5	"2001/02/04"
"267226"	795398	241119	4	"2002/02/15"
"172416"	756686	489526	4	"2001/07/18"
"77623"	732544	315310	5	"2001/03/23"
"176834"	758212	289842	4	"2001/02/05"
"125982"	745287	263801	5	"2001/05/13"
"115169"	740787	294260	5	"2001/07/13"
"29114"	725234	373982	4	"2001/08/23"
"232759"	778115	206843	5	"2001/01/31"
"74114"	1487244932	502242	5	"2001/09/28"
"271409"	797752	340561	5	"2001/09/28"
"27286"	640781956	719304	3	"2001/11/29"
"269335"	796672	466156	4	"2001/09/28"
"235785"	779189	485705	4	"2001/01/31"
"241132"	782099	208370	5	"2001/02/04"
"189490"	763842	342024	5	"2001/08/04"
"200536"	766996	292661	5	"2002/02/14"
"237013"	779951	380461	5	"2001/02/04"
"64619"	730524	334860	5	"2001/09/06"
"70092"	1353354884	293732	4	"2001/03/27"
"19326"	472551044	1679003524	5	"2001/05/18"
"73388"	1460178564	234861	5	"2001/10/15"
"122979"	2648936068	210284	5	"2001/03/19"
"2605"	204508804	570943	5	"2001/03/29"
"268652"	796235	405503	4	"2001/09/28"
"259683"	791331	204204	4	"2001/08/05"
"19748"	481332868	216692	4	"2001/03/27"
"42840"	727828	200762	5	"2001/04/04"
"182555"	761570	317502	5	"2002/02/18"
"251046"	787163	321708	5	"2001/04/01"
"159287"	3788672644	519669	5	"2001/06/20"
"261459"	792276	357560	5	"2001/08/05"
"167194"	3835006596	227427	5	"2001/09/07"
"258386"	790493	200500	5	"2001/08/05"
"178312"	4023750276	3187838852	3	"2003/06/02"
"35504"	805146244	256176	5	"2001/05/11"
"170236"	3916729988	256232	3	"2001/09/07"
"34807"	787582596	340335	5	"2001/05/11"
"157326"	3706490500	355401	5	"2001/11/15"
"48103"	1011453572	265056	4	"2001/03/19"
"129496"	2820902532	402326	5	"2002/03/10"
"208098"	768924	338015	5	"2002/02/14"
"38500"	726547	200338	5	"2003/05/15"
"219618"	772799	257170	4	"2001/03/09"
"237098"	779990	372200	5	"2001/02/04"
"109562"	2393476740	1156484996	5	"2001/04/20"
"6336"	719688	264092	5	"2002/02/17"
"46487"	976981636	311271	4	"2002/02/21"
"211225"	769944	210284	2	"2001/02/23"
"24880"	723971	267213	4	"2002/01/13"
"79955"	733978	234632	4	"2003/05/06"
"115466"	741025	324035	5	"2001/07/13"
"118005"	742610	302584	5	"2001/07/13"
"69881"	1343655556	286650	3	"2001/03/27"
"194768"	765478	236323	4	"2001/04/17"
"33380"	751734404	219587	4	"2001/05/11"
"185200"	762376	314435	5	"2001/09/28"
"216518"	771913	258577	5	"2001/03/09"
"59780"	728716	533229	5	"2002/02/16"
"281627"	803940	685194	4	"2001/02/06"
"141971"	3221196420	447478	2	"2001/04/10"
"160718"	752764	302329	5	"2001/06/20"
"59072"	728400	262195	5	"2001/02/21"
"978"	170167940	569572	5	"2001/03/29"
"6704"	719874	234958	4	"2002/02/17"
"84893"	1682083460	346537	4	"2001/05/05"
"138087"	3109392004	380461	5	"2001/01/18"
"196256"	765869	200500	4	"2001/10/20"
"272661"	798565	294260	5	"2001/09/28"
"270996"	797569	682802	4	"2001/09/28"
"41653"	727600	558451	5	"2003/06/14"
"141018"	3187117700	368762	5	"2001/04/10"
"245505"	784402	533229	5	"2001/04/17"
"253939"	788379	249400	5	"2001/01/31"
"260816"	791900	483897	5	"2001/08/05"
"34629"	785747588	210362	5	"2001/05/11"
"20241"	499158660	372200	5	"2001/05/22"
"203082"	767627	332713	5	"2002/02/14"
"161459"	753116	256175	4	"2001/06/20"
"275124"	799482	521827	5	"2001/11/15"
"285101"	805930	288540	5	"2001/10/30"
"291564"	808794	210284	5	"2001/01/22"
"102843"	2136510084	345590	5	"2001/08/30"
"67220"	731431	423230	5	"2001/09/06"
"53763"	1141804676	461876	5	"2001/08/16"
"12810"	350129796	324994	5	"2001/03/15"
"184408"	762242	356483	5	"2001/09/28"
"241952"	782371	256565	5	"2001/02/04"
"185594"	762470	211801	5	"2001/09/28"
"144216"	749526	380461	5	"2002/05/11"
"196498"	765938	536705	5	"2001/10/20"
"247804"	785405	267748	5	"2001/04/01"
"194460"	765358	418534	5	"2001/04/17"
"257805"	790209	423281	3	"2001/08/05"
"251803"	787502	556954	5	"2001/01/31"
"190535"	764065	238184	5	"2001/08/04"
"163216"	754262	246998	4	"2001/06/20"
"247501"	785336	363231	5	"2001/04/01"
"53543"	1138527876	266240	4	"2001/08/16"
"191201"	764301	768446340	5	"2001/04/27"
"149837"	751104	204783	4	"2001/03/07"
"99564"	2054786692	282870	5	"2001/01/18"
"121691"	2565967492	266406	5	"2001/05/08"
"52579"	1111789188	199837	5	"2001/01/23"
"173065"	756981	483860	5	"2001/07/18"
"123350"	2676854404	270717	5	"2001/02/11"
"28737"	725026	295723	5	"2002/07/13"
"135062"	3011874436	553461	5	"2001/06/06"
"29086"	725234	253814	5	"2001/08/23"
"24301"	560565892	313080	5	"2001/09/18"
"201846"	767330	360588	5	"2002/02/14"
"142577"	748870	452238	5	"2001/04/10"
"200956"	767084	351641	5	"2002/02/14"
"220473"	773120	484384	5	"2001/04/23"
"141766"	3213594244	211801	5	"2001/04/10"
"158840"	3774385796	357560	5	"2001/11/15"
"229738"	777136	560590	5	"2001/01/31"
"9526"	282562180	301797	5	"2001/04/10"
"154174"	3574435460	312171	5	"2001/11/28"
"261959"	792586	311238	4	"2001/06/21"
"28009"	724543	256303	4	"2001/11/29"
"225636"	775510	396144	3	"2001/02/07"
"160884"	752867	325741	5	"2001/06/20"
"63753"	730189	401356	5	"2001/09/06"
"111816"	738760	293256	5	"2001/04/20"
"27198"	638684804	439797	2	"2001/11/29"
"120884"	2520878724	398175	4	"2001/05/08"
"17995"	421826180	461876	5	"2001/05/18"
