V1	V2	V3	V6
749296	312825	3	2002/05/11
2818215556	218486	5	2002/03/10
768311	236341	5	2002/02/14
3882389124	201805	5	2001/09/07
763906	409982	5	2001/08/04
3490287236	205068	5	2001/03/29
1191677572	312000	5	2001/02/09
734522	342446	6	2001/10/06
768067	241729	5	2002/02/14
730813	205639	4	2001/09/06
776519	495672	5	2001/01/31
205360772	321708	5	2001/03/29
3833368196	300364	5	2001/09/07
733784	368762	5	2001/06/10
689802884	345500	5	2001/08/23
778794	205639	4	2001/01/31
2132774532	557502	5	2001/08/30
740468	294947	5	2001/07/13
1952943748	205464	4	2001/01/18
982355588	378379	3	2002/02/21
768898	243376	4	2002/02/14
771029	330651	5	2001/03/09
727395	236756	5	2003/05/15
2228326020	553461	5	2001/09/12
766012	357267	5	2001/10/20
747665	415506	5	2001/04/19
739347	578295	5	2001/03/07
1639353988	378427	5	2001/10/30
737376	245031	3	2001/01/26
720432	204441	5	2001/01/21
1506446980	270717	5	2002/03/10
764146	273948	4	2001/08/04
768513	258345	5	2002/02/14
721951	236467	3	2001/03/15
723680	204239	5	2002/01/13
729150	228605	5	2001/08/16
749544	200762	5	2002/05/11
1377668740	206144	5	2001/03/29
742500	250364	5	2001/07/13
726499	301950	5	2003/05/15
771514	370747	5	2001/03/09
222924420	304002	5	2001/03/29
1866370692	327612	5	2001/07/31
766811	225095	5	2001/10/29
725500	234604	5	2001/08/23
3120402052	249990	5	2001/01/18
453873284	321708	5	2001/05/18
763619	586941	5	2001/08/04
732563	245666	3	2001/03/23
762401	263142	5	2001/09/28
413699716	259745	5	2001/05/18
2569244292	210284	4	2001/05/08
3949891204	210789	5	2002/04/10
735303	437158	5	2001/06/16
1498123908	232953	4	2001/05/07
763481	323727	4	2001/08/04
749524	322117	5	2002/05/11
1546030724	575499	5	2001/03/23
1114214020	372535	5	2001/01/23
3583348356	210284	4	2001/11/28
769544	235377	5	2001/02/23
3336015492	241374	5	2001/04/16
748853	245500	5	2001/04/10
1096519300	233054	5	2001/03/14
721669	604599	5	2001/03/15
762330	205645	5	2001/09/28
744349	301950	4	2001/05/13
721248	1826525060	5	2001/03/15
755716	236467	4	2001/06/20
733159	299602	5	2001/03/23
756235	527903	5	2001/09/07
2303168132	294288	5	2001/09/12
776953	349324	4	2001/01/31
720491	527903	5	2001/08/20
766874	351641	5	2001/10/29
434212484	203270	5	2001/05/18
954764932	577933188	5	2001/03/29
761717	394804	5	2002/02/18
754632	263427	4	2001/06/20
773885572	282870	5	2001/05/11
737370	258703	5	2001/01/26
767444	346429	5	2002/02/14
741446	302584	5	2001/07/13
2471333508	207934	5	2001/05/08
743203	398175	4	2001/07/13
768779	209674	4	2002/02/14
763589	332188	5	2001/08/04
770202	483860	5	2001/02/23
761742	361404	2	2001/09/28
765300	327634	5	2003/01/03
2024509060	288418	5	2001/01/18
779328	406279	4	2001/01/31
754253	432043	4	2001/06/20
753766020	1263636356	5	2001/05/11
1637650052	253291	5	2001/10/30
774303	268006	4	2001/02/07
773749	450333	3	2001/10/30
2601881220	398095	4	2001/03/19
765487	200922	5	2001/04/17
746419	454156	5	2001/04/19
757880	252936	5	2001/03/16
745707	265056	5	2001/05/13
778752	293737	5	2001/01/31
755313	239232	5	2001/06/20
769648	239371	5	2001/02/23
271093380	233068	5	2001/03/29
764064	372535	4	2001/08/04
758953	551205	4	2003/06/02
737664	293256	5	2001/02/17
742682	233359	5	2001/07/13
727549	292019	4	2003/05/15
731158	485165	5	2001/09/06
771857	315436	5	2001/03/09
2085719684	279278	5	2001/10/28
2776010372	380175	5	2001/02/11
2050854532	525533	5	2001/01/18
726497	345500	5	2003/05/15
749879	204549	5	2001/06/23
2691403396	204204	5	2001/05/13
915771012	212893	4	2001/06/21
720783	209674	4	2001/04/10
3041234564	247911	5	2001/06/06
2095877764	204358	5	2001/10/28
778092	383624	4	2001/01/31
3835006596	346777	5	2001/09/07
732296	241572	5	2001/03/23
727459	505319	5	2003/05/15
748582	626193	3	2001/06/06
284003972	231385	5	2001/04/10
754329	430023	5	2001/06/20
775933	536705	5	2002/07/31
244616836	238050	3	2001/03/29
771973	401575812	4	2001/03/09
1782812292	210284	5	2001/07/31
763034	423230	5	2001/08/04
2004061828	203078	5	2001/01/18
780745	515078	5	2001/02/04
1495568004	204417	5	2001/09/28
2155712132	1558351748	5	2001/08/30
2151845508	372171	5	2001/08/30
747295	396816	5	2001/04/19
735669	242720	5	2001/01/26
770478	262517	5	2001/02/23
1724812932	319609	5	2001/05/05
754946	262347	5	2001/06/20
730827	533229	4	2001/09/06
775933	279675	5	2002/07/31
1631751812	449580	5	2001/10/30
733495	364668	5	2001/02/06
3081080452	531141	5	2001/03/28
1716620932	293653	5	2001/05/05
2928184964	291602	5	2002/03/10
856526468	245774	5	2003/04/28
3853946500	558944	3	2001/09/07
3700985476	539856	5	2001/11/15
1628606084	533229	5	2001/09/28
587763332	210733	5	2001/06/29
721115	205068	5	2001/03/15
754524	241261	5	2001/06/20
727269	553461	5	2003/05/15
1530367620	494306	5	2002/03/10
768127	223418	5	2002/02/14
764619	520425	4	2003/01/03
733298	251064	5	2001/10/28
764041	205645	5	2001/08/04
726282	294049	5	2003/04/28
811372164	266564	5	2001/05/11
3028127364	321940	5	2001/06/06
1434619524	210284	4	2002/07/31
722325	366089	5	2001/07/11
751667	238922	5	2001/03/07
962563716	241261	5	2001/03/29
3859385988	212234	5	2001/09/07
1244106372	227427	4	2001/02/09
1442811524	272378	5	2002/07/31
539266692	335034	5	2001/09/18
3595734660	204278	4	2001/11/28
405966468	290844	5	2001/03/15
749074	399815	5	2001/08/22
742966	436168	5	2001/07/13
773841	420738	4	2001/10/30
729625	558451	5	2001/08/16
742360	282870	5	2001/07/13
743993	203858	2	2001/05/13
721950	208663	5	2001/03/15
1304596100	269216	4	2001/09/06
765328	426935	3	2001/04/17
1108512388	446598	5	2001/01/23
727982	277804	5	2001/06/21
3147665028	299846	5	2001/04/10
769621	225053	5	2001/02/23
756822	413254	5	2001/07/18
730648	321708	5	2001/09/06
752538	270967	3	2001/06/20
745819	257191	4	2001/05/13
760416	384346	5	2003/06/02
1785106052	265056	5	2001/07/31
742610	322117	5	2001/07/13
723453	268021	4	2001/09/18
763619	200338	5	2001/08/04
2115473028	241578	5	2001/08/30
734719	700005	4	2001/01/21
785944196	342024	5	2001/05/11
3968175748	526497	5	2001/03/16
757241	241627	5	2002/04/10
768494	202028	5	2002/02/14
757241	310601	5	2002/04/10
1495043716	282870	5	2001/09/28
731005	234861	5	2001/09/06
766430	312846	5	2001/10/06
754294	256007	5	2001/06/20
777787	212370	4	2001/01/31
754972	255623	5	2001/06/20
1333825156	335194	2	2001/09/06
771598	345500	4	2001/03/09
4044721796	225095	5	2003/01/03
2299432580	313080	3	2001/09/12
823496324	260558	5	2001/06/13
3159133828	306566	5	2001/04/10
765488	329374	5	2001/04/17
732510	288418	5	2001/03/23
762078	459085	5	2001/09/28
753217	409328	2	2001/06/20
1632079492	312000	5	2001/10/30
768095	272378	4	2002/02/14
2889322116	234388	5	2002/03/10
724255	202911	4	2001/06/29
233213572	270717	5	2001/03/29
754011	223756	5	2001/06/20
2246610564	245622	5	2001/09/12
781736	555486	4	2001/02/04
770202	240308	5	2001/02/23
735047	519669	5	2001/06/16
3887042180	342161	5	2001/09/07
3171257988	279675	5	2001/04/10
3882389124	551841	5	2001/09/07
758388	533458	5	2003/06/02
769232	351084	3	2001/02/23
749074	301797	5	2001/08/22
771614	585573	5	2001/03/09
4027158148	437453	5	2003/06/02
777772	538705	5	2001/01/31
756687	266406	4	2001/07/18
2914553476	241729	4	2002/03/10
767419	242264	5	2002/02/14
774753	234885	5	2001/02/07
2980482692	312000	5	2002/03/10
746487	301950	5	2001/04/19
721389	317816	5	2001/03/15
2031521412	708415364	5	2001/01/18
2205388420	210284	5	2001/09/12
355831428	301797	5	2001/03/15
632655492	241261	5	2001/11/29
765799	208923	5	2001/10/20
771979	458367	3	2001/03/09
3091107460	270717	5	2001/03/28
763779	497285	5	2001/08/04
3854601860	462496	5	2001/09/07
2023263876	432667	5	2001/01/18
1377996420	274370436	5	2001/03/29
2155122308	309973	5	2001/08/30
731069	490133	4	2001/09/06
769513	204239	5	2001/02/23
778154	378193	5	2001/01/31
1385205380	344529	5	2001/03/29
343182980	260558	5	2001/03/15
920424068	262868	4	2001/06/21
1836289668	483668	5	2001/07/31
734405	515078	3	2001/09/28
780968	430431	5	2001/02/04
733758	225095	5	2001/06/10
1093766788	324994	4	2001/01/19
3134885508	309398	5	2001/01/18
3752889988	248612	3	2001/11/15
3427241604	396144	5	2001/03/07
774480	357246	5	2001/02/07
727459	570943	5	2003/05/15
789810820	275689	5	2001/05/11
756116	217762	5	2001/09/07
723731	245500	5	2002/01/13
1141673604	483668	4	2001/08/16
739873	205645	5	2001/07/13
757987	381452	5	2001/03/16
763070	538598	5	2001/08/04
1718062724	684774	5	2001/05/05
727267	326839	5	2003/05/15
760570	694627	5	2003/06/02
1516146308	210284	5	2002/03/10
1688112772	321852	5	2001/05/05
2112130692	1207799684	4	2001/08/30
1523814020	1714524036	5	2002/03/10
3275394692	212893	5	2001/01/22
730660	210412	5	2001/09/06
3134885508	586941	5	2001/01/18
759970	270113	4	2003/06/02
294817412	302583	5	2001/04/10
2232258180	270572	4	2001/09/12
752203	235717	5	2001/01/24
516460164	235766	4	2001/07/11
1639288452	346777	3	2001/10/30
725737	238184	5	2001/08/23
1167167108	199851	5	2001/02/09
750599	250895	5	2001/03/07
767627	542281	5	2002/02/14
1130794628	210284	3	2001/01/25
340496004	202911	5	2001/03/15
466914948	256232	5	2001/05/18
3154218628	238050	5	2001/04/10
729424	301372	5	2001/08/16
768911	380439	5	2002/02/14
738667	296904	5	2001/04/20
664047236	637964	5	2001/11/29
676105860	1312460676	4	2001/08/23
2893581956	394804	5	2002/03/10
769024	211607	5	2001/02/23
745912	263022	5	2001/05/13
745772	370724	5	2001/05/13
764058	301396	5	2001/08/04
1130794628	216022	4	2001/01/25
3731525252	433998	2	2001/11/15
763940	255170	5	2001/08/04
1603243652	231385	3	2001/09/28
747695	365973	4	2001/04/19
3979906692	289842	5	2001/03/16
721370	210284	5	2001/03/15
749051	342772	5	2001/08/22
728853	276559	5	2002/02/16
1515753092	256565	5	2002/03/10
773640	251205	5	2001/10/30
4006973060	257987	5	2003/06/02
634752644	301797	5	2001/11/29
731005	322117	5	2001/09/06
3901197956	385423	5	2001/09/07
3357773444	281871	5	2001/03/07
749544	432466	5	2002/05/11
2850852484	265056	5	2002/03/10
3536817796	450803	5	2001/03/29
3700985476	233969	5	2001/11/15
856526468	266842	5	2003/04/28
756310	208370	5	2001/09/07
753072	344529	5	2001/06/20
721295	258345	5	2001/03/15
726824	299846	5	2003/05/15
1566805636	346777	5	2001/09/28
1058246276	315530	5	2001/02/07
720286	335034	4	2001/08/08
3426913924	345590	4	2001/03/07
2921959044	279675	5	2002/03/10
767010	260251	5	2002/02/14
729625	241362	5	2001/08/16
770930	282884	3	2001/03/09
3733819012	251205	5	2001/11/15
763630	381452	5	2001/08/04
721019	348870	5	2001/03/15
926191236	267632	4	2001/06/21
771545	216022	5	2001/03/09
727269	204418	4	2003/05/15
867274372	255170	5	2003/06/14
3899297412	293646	5	2001/09/07
754011	252302	5	2001/06/20
753262	212893	3	2001/06/20
899976836	204549	5	2001/04/04
765878	279544	5	2001/10/20
729578	323374	5	2001/08/16
1232375428	317816	5	2001/02/09
1205571204	553815	5	2001/02/09
2113900164	249990	5	2001/08/30
736138	201535	2	2001/01/26
745287	450803	5	2001/05/13
2763558532	1872990084	3	2001/02/11
779711	247820	5	2001/02/04
2993000068	229124	5	2001/04/19
477924996	201475	5	2001/03/27
2630127236	437835	5	2001/03/19
2997587588	437158	4	2001/06/06
727621	370343	5	2003/06/14
473665156	560590	4	2001/05/18
780553	277417	5	2001/02/04
741966	210284	5	2001/07/13
757071	204441	5	2002/04/10
1145867908	301949	5	2001/02/09
1258524292	295415	5	2001/02/21
747546	437476	5	2001/04/19
1850707588	382117	3	2001/07/31
740700	2646839172	2	2001/07/13
772081	205491	5	2001/03/09
763628	375995	5	2001/08/04
1784581764	431998	5	2001/07/31
771291	468290	5	2001/03/09
762353	345546	5	2001/09/28
2650902148	226286	5	2001/02/11
237670020	260558	5	2001/03/29
757963	301396	5	2001/03/16
434802308	374988	4	2001/05/18
830836356	351471	5	2001/05/17
762125	312000	5	2001/09/28
1191677572	222351	5	2001/02/09
3902770820	239232	5	2001/09/07
754403	301372	3	2001/06/20
1635815044	294977	5	2001/10/30
749035	345590	4	2001/08/22
3505360516	406998	5	2001/03/29
983404164	497285	4	2002/02/21
771991	293732	4	2001/03/09
756718	282870	5	2001/07/18
3925446276	363231	5	2001/09/07
740191	246616	5	2001/07/13
1145867908	204780	5	2001/02/09
747332	201805	5	2001/04/19
773296	380461	5	2001/04/23
746216	238687	4	2001/04/19
578915972	2145292164	5	2001/06/29
737420	286617	4	2001/02/17
762949	231460	5	2001/08/04
761192	232734	5	2002/02/18
749558	267632	4	2002/05/11
775738	298954	4	2002/07/31
775891	205464	5	2002/07/31
739146	402326	5	2001/03/07
3780284036	324994	5	2001/11/15
3299380868	433901	5	2001/10/30
884313732	293732	4	2001/04/04
723768	643057	5	2002/01/13
759168	240007	4	2003/06/02
3490352772	477882	5	2001/03/29
646811268	380461	5	2001/11/29
727220	210284	5	2003/05/15
3297480324	1558351748	5	2001/01/22
719688	249400	5	2002/02/17
773347	212893	5	2001/04/23
743872	346628	5	2001/05/13
3157888644	294977	5	2001/04/10
723007	298184	4	2001/07/11
727828	495672	4	2001/04/04
2256047748	241261	5	2001/09/12
2800258692	323873	5	2001/02/11
552439428	462625	5	2001/09/18
1230802564	423280	5	2001/02/09
519736964	368762	5	2001/09/18
766926	390070	5	2002/02/14
765889	200204	5	2001/10/20
724255	290397	5	2001/06/29
769321	210284	4	2001/02/23
2253950596	302584	4	2001/09/12
776618	257170	5	2001/01/31
1234407044	212234	5	2001/02/09
765356	2976157572	5	2001/04/17
212962948	480385	5	2001/03/29
730788	210284	4	2001/09/06
777581	200338	4	2001/01/31
1610190468	346777	5	2001/09/28
773656	325500	5	2001/10/30
723052	1312460676	5	2001/07/11
779967	557672	5	2001/02/04
3587542660	412496	4	2001/11/28
721439	281871	5	2001/03/15
3227291268	1312460676	5	2001/08/20
758106	210284	5	2001/03/16
774248	268787	5	2001/02/07
760306	406573	5	2003/06/02
777115	225095	5	2001/01/31
768125	461478	4	2002/02/14
765353	319798	5	2001/04/17
772183	418408	4	2001/03/09
3002830468	342046	4	2001/06/06
735489	374388	5	2001/06/16
2560069252	315436	5	2001/05/08
737965	302444	5	2001/04/20
727555	210284	4	2003/05/15
768034	255623	5	2002/02/14
755313	205765	5	2001/06/20
768127	306614	5	2002/02/14
721115	258077	5	2001/03/15
770844	258077	5	2001/03/09
722331	222351	5	2001/07/11
2115931780	338127	5	2001/08/30
1787858564	245500	4	2001/07/31
4033384068	3214512004	3	2003/06/02
768518	383172	4	2002/02/14
736957	257987	5	2001/01/26
458198660	569572	5	2001/05/18
750554756	223618	5	2001/05/11
756592	260251	5	2001/08/23
731593	558451	4	2001/09/06
213618308	401243	5	2001/03/29
758127	316708	5	2001/03/16
1129942660	319784	5	2001/01/23
725737	241362	5	2001/08/23
731638	1569034116	5	2001/09/06
728427	233054	5	2001/02/21
2938277508	201915	3	2002/03/10
3531837060	231460	5	2001/03/29
719658	594371	5	2001/10/27
761717	299846	5	2001/09/28
767361	304925	5	2002/02/14
734442	292019	5	2001/09/28
720569	344972	5	2001/08/20
3728117380	251891	5	2001/11/15
4005138052	372535	5	2002/06/29
453873284	394804	5	2001/05/18
764643	304628	5	2003/01/03
764972	200338	5	2003/01/03
729243	222557	5	2001/08/16
755179	376706	5	2001/06/20
293965444	204549	5	2001/04/10
742031	429374	5	2001/07/13
722180	294947	3	2001/05/22
735558	234861	3	2001/01/26
1135316612	200762	3	2001/01/25
3081801348	398870	5	2001/03/28
723934	239207	4	2002/01/13
720793	204418	5	2001/04/10
770241	266263	4	2001/02/23
748606	335166	4	2001/06/06
761877	620982	5	2001/09/28
735812	294260	4	2001/01/26
2005175940	308422	5	2001/01/18
729876	239694	5	2001/08/16
3804008068	458367	3	2001/06/20
3944058500	253291	5	2002/04/10
731267	234283	3	2001/09/06
777753	392230	5	2001/01/31
2171244164	246616	5	2002/12/24
3945041540	206437	5	2002/04/10
3517288068	630119	5	2001/03/29
799510148	320227	5	2001/05/11
763460	309398	5	2001/08/04
767112	505314	5	2002/02/14
726366	265056	5	2003/05/15
767421	319798	5	2002/02/14
765353	364257	5	2001/04/17
3804073604	432466	5	2001/06/20
735649	353064	3	2001/01/26
736327	260251	5	2001/01/26
766530	344529	5	2001/10/06
3193736836	570943	5	2001/04/10
746833	204278	5	2001/04/19
738108	250895	4	2001/04/20
750117	247337	5	2001/08/20
729664	217293	4	2001/08/16
2210172548	408356	5	2001/09/12
765356	210284	5	2001/04/17
2893188740	241374	4	2002/03/10
3210776196	245666	5	2001/04/10
760781	697832	4	2003/06/02
202804868	380526	5	2001/03/29
745626	356811	5	2001/05/13
806915716	368725	5	2001/05/11
720068	294018	5	2002/02/17
735248	206924	3	2001/06/16
766019	299846	5	2001/10/20
3082784388	291706	5	2001/03/28
768712	245500	5	2002/02/14
771845	293976	5	2001/03/09
725597	336327	4	2001/08/23
2803338884	446576	5	2001/02/11
757070	270456	5	2002/04/10
750344	381452	5	2001/08/20
721248	251891	5	2001/03/15
2932051588	701407	5	2002/03/10
755655	688991	4	2001/06/20
1353617028	222557	5	2001/03/27
3314388612	930516868	5	2001/10/30
779135	408421	3	2001/01/31
322145924	350170	5	2001/04/10
2164100740	222804	5	2002/12/24
630558340	231509	5	2001/11/29
404459140	212290	5	2001/03/15
720876	257170	5	2001/04/10
771917	534750	5	2001/03/09
920161924	298157	4	2001/06/21
744813	301048	2	2001/05/13
2859830916	228431	5	2002/03/10
726967	280006	5	2003/05/15
774081	557016	5	2001/10/30
1491963524	301300	5	2001/09/28
754155	420738	5	2001/06/20
765541	534879	5	2001/10/20
1392545412	2451148676	5	2001/03/29
721108	311641	5	2001/03/15
762570	534929	5	2001/09/28
721115	216482	5	2001/03/15
736996	418988	5	2001/01/26
2042269316	378379	4	2001/01/18
768968	359811	5	2001/02/23
758337	413254	5	2002/06/29
781852	265981	5	2001/02/04
720067	257170	5	2002/02/17
198348420	202416	5	2001/03/29
2164100740	320093	5	2002/12/24
1628606084	269785	5	2001/09/28
769349	352429	2	2001/02/23
761030	2564394884	5	2003/06/02
740077	277629	4	2001/07/13
773632	367837	4	2001/10/30
1945079428	224644	5	2001/01/18
765594	308781	4	2001/10/20
730006	306201	5	2001/09/06
770782	294716	5	2001/03/09
3938815620	310391	5	2002/04/10
766784	3175583620	5	2001/10/06
746753668	229113	4	2001/08/23
3018296964	210284	4	2001/06/06
728853	335034	5	2002/02/16
1084919428	316708	5	2001/02/07
740748	262822	3	2001/07/13
2236255876	210284	5	2001/09/12
1417973380	213509	5	2003/05/26
770840	441103	5	2001/03/09
551259780	210284	5	2001/09/18
731806	255623	5	2001/09/06
767128	537984	5	2002/02/14
724974	276559	5	2002/07/13
767051	233208	5	2002/02/14
792497796	204418	5	2001/05/11
725215	256515	3	2001/08/23
1866829444	200118	5	2001/07/31
1499434628	315214	5	2001/05/07
771766	203971	5	2001/03/09
764065	296904	5	2001/08/04
773549	328802	5	2001/10/30
771913	290587	5	2001/03/09
219057796	311271	5	2001/03/29
719621764	209674	4	2001/08/23
771996	1092259716	4	2001/03/09
732393	281252	4	2001/03/23
743993	203900	4	2001/05/13
761030	483668	5	2003/06/02
746467	497285	5	2001/04/19
726588	420738	5	2003/05/15
243371652	594371	5	2001/03/29
768338	380175	5	2002/02/14
2732232324	311271	5	2001/05/13
771949	342772	5	2001/03/09
722307	277629	4	2001/05/22
3754659460	1876135812	5	2001/11/15
769451	262760	5	2001/02/23
753340	221573	5	2001/06/20
759366	522989	5	2003/06/02
772248	232924	5	2001/03/09
766837	547063	5	2001/10/29
1416466052	295491	5	2001/08/23
3872099972	645386	5	2001/09/07
3174862468	293023	5	2001/04/10
742856	262188	5	2001/07/13
765938	202911	5	2001/10/20
732211	238185	5	2001/09/06
735939	204418	5	2001/01/26
760017	532844	5	2003/06/02
731117	210495	5	2001/09/06
3154218628	238863	5	2001/04/10
765982	243081	5	2001/10/20
1001623172	199828	4	2001/03/19
743038	266959	4	2001/07/13
731005	279109	5	2001/09/06
754843	373689	5	2001/06/20
2565115524	325569	5	2001/05/08
2415627908	245622	5	2001/04/20
2457112196	356519	5	2001/07/13
1293323908	351386	5	2001/09/06
3859385988	502205	5	2001/09/07
284003972	260558	5	2001/04/10
767995	288445	5	2002/02/14
778574	3281817476	5	2001/01/31
725693	1309314948	5	2001/08/23
732694	279109	5	2001/03/23
937397892	352786	5	2001/06/21
1172147844	290844	4	2001/02/09
737926	483860	5	2001/04/20
757464	301950	5	2001/03/16
742856	241578	5	2001/07/13
740738	244708	5	2001/07/13
768712	267213	5	2002/02/14
727560	204441	5	2003/05/15
721115	233481	5	2001/03/15
744204	210284	5	2001/05/13
762321	691625	5	2001/09/28
1702268548	270572	4	2001/05/05
1191677572	491993	5	2001/02/09
741778	441103	5	2001/07/13
2229571204	326177	5	2001/09/12
756620	224644	5	2001/08/23
734719	339645	5	2001/01/21
